dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,argument
"[""bats!""]",[],2805_13_3,"[[153.0, 243.0, 234.0, 301.0]]",[],"[[49.0, 341.0, 229.0, 558.0]]","A character whose name is given in the comic without a name.
The character's name is given in the comic.
The character's name is given in the comic.
A character's name is given in the comic.
A character's name is given in the comic.
A character's name is given"
"[""it is more a prize than you imagine!""]",[],2808_13_3,"[[12.0, 65.0, 346.0, 227.0]]",[],"[[350.0, 53.0, 923.0, 759.0]]","In the comic, the character is being attacked by a creature of unknown origin.
The problem here is that the issue goes back to the story of the original character.
In the comics, the creature is a ""monster"", which is a kind of monster monster.
The problem with this is that it doesn't"
"[""help!"", ""i cannot swim!""]",['but the storm rose with even greater fury until...'],2809_83_0,"[[39.0, 146.0, 156.0, 226.0], [234.0, 153.0, 413.0, 239.0]]","[[7.0, 0.0, 475.0, 81.0]]","[[75.0, 296.0, 98.0, 329.0], [238.0, 389.0, 261.0, 429.0]]","In general, the following characters do not support a single argument:
1 - The name of the character.
2 - The position of the character.
3 - The character's name.
4 - The character's name.
5 - The character's name.
6 - The character's name."
"[""the world would have been in a frightful war by now ... if it hadn't had to stop to hunt down halran!"", ""well ... maybe! she's meeting him secretly!""]",[],2815_24_4,"[[0.0, 0.0, 536.0, 113.0], [241.0, 71.0, 570.0, 193.0]]",[],"[[39.0, 190.0, 124.0, 295.0], [243.0, 189.0, 575.0, 579.0]]","This is the argument to the argument.
This is the argument to the argument.
Argument:
This is the argument.
This is the argument.
Argument:
This is the argument.
This is the argument.
Argument:
This is the argument.
This is the argument"
"[""i can hardly breathe!""]",[],2816_13_1,"[[92.0, 148.0, 288.0, 271.0]]",[],"[[105.0, 267.0, 169.0, 347.0]]","A string that describes the situation in the comic. Example:
{ ""title"": ""The Night Watch"", ""url"": ""http://www.kickstarter.com/projects/29887619/night-watch-v1/"", ""description"": ""A group of young men meet up in the theater"
"[""behold! our strange friend of the sky land is turning the tide!"", ""forsooth! t infidels are calling a retreat!""]",[],2827_40_3,"[[0.0, 15.0, 197.0, 108.0], [171.0, 15.0, 290.0, 99.0]]",[],"[[86.0, 206.0, 107.0, 237.0], [213.0, 221.0, 227.0, 235.0]]","An argument explaining the situation in the comic. Description:
An argument explaining the situation in the comic.
Example:
A character who's got some way of saving their lives is a scientist.
Argument:
A character who's got some way of saving their lives is a scientist. Description:
A"
"[""rika seems rather fond of the new-comer. but we have a little suprise for them both, eh?"", ""ha ha! you mean what the boys are working on in the lab? you're a card, boss!""]",['while back at the superior council room of the group'],2828_43_5,"[[27.0, 72.0, 348.0, 218.0], [318.0, 73.0, 530.0, 287.0]]","[[34.0, 2.0, 530.0, 87.0]]","[[36.0, 224.0, 119.0, 347.0], [202.0, 220.0, 317.0, 341.0]]","The comic has multiple arguments involving a given character. The number of arguments in a given comic will depend on the number of characters in the comic.
The arguments in the comic are not necessarily a character's name, but a single character's name (e.g., ""Eggman"" or ""Kingpin"")."
"[""tough egg, eh?""]",[],2828_65_0,"[[356.0, 11.0, 538.0, 128.0]]",[],"[[223.0, 124.0, 285.0, 191.0]]","A common question that sometimes comes up when writing a character story is, How do I make sure that I'm not going to get into the trouble of writing a bad character.
The answer to this question is simple: I should never write a character that is bad. I should never write a character that is good."
"[""have a smoke?"", ""no thanks. and you'd better not either. it's against the school rules - and it's bad for you""]",[],2830_28_2,"[[11.0, 5.0, 110.0, 74.0], [109.0, 0.0, 310.0, 125.0]]",[],"[[40.0, 150.0, 105.0, 225.0], [186.0, 151.0, 262.0, 218.0]]","I'm going to create a file with the name of the comic of the picture, the name of the subject, and the title of the story that follows. Then I'll give it a title, and then I'll put the title back in the file.
Then I can add a new line, and then when"
"[""you'll get no meal on this boat!"", ""nice work, cap'n!""]",[],2831_49_4,"[[0.0, 20.0, 247.0, 85.0], [204.0, 52.0, 351.0, 114.0]]",[],"[[146.0, 100.0, 215.0, 208.0], [300.0, 151.0, 349.0, 230.0]]",Argument Description Description # Incomplete. Define an argument explaining why the situation was not fully resolved. Define an argument explaining why the situation was not fully resolved. # Incomplete. Define an argument explaining why the problem was not resolved. Define an argument explaining why the problem was not fully resolved. #
"[""here comes old peg-leg, and he did get one of the tribes men to come along!""]",['and while elaine continues to tantalize the conscience-stricken thugs gallant returns outside ....'],2832_45_2,"[[3.0, 100.0, 330.0, 178.0]]","[[16.0, 21.0, 341.0, 112.0]]","[[158.0, 198.0, 273.0, 361.0]]","- The character is not alive (dying) or dead (not dying).
- The character is alive (dying) or dead (not dying). If the character is not alive, the character is also dead.
- The character is alive (dying) or dead (not dying). If the character"
"[""put them in seperate cells! later we fix them good""]",[],2839_14_1,"[[13.0, 0.0, 281.0, 63.0]]",[],"[[100.0, 85.0, 132.0, 120.0]]","You can use this to decide what type of argument you want. This is the most common one.
Example: Your first response is an empty string and your second response is a character that's not in a character set.
You can use your second response to determine what type of characters you want, but I don"
"[""hurry davey!they have a head start on us"", ""we'd better tie this rat up""]",[],2839_16_4,"[[6.0, 0.0, 251.0, 56.0], [89.0, 59.0, 294.0, 114.0]]",[],"[[71.0, 273.0, 83.0, 286.0], [134.0, 217.0, 150.0, 228.0]]","An argument describing the situation in the comic.
The comic is not working properly.
In the case where the character is in an alternate dimension, the argument is an argument about how the character should be depicted.
Example:
<p>I am a space traveler, I live near the world's most dangerous"
"[""p! we'll re of\tnt!""]",[],2839_52_7,"[[0.0, 22.0, 101.0, 83.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]","In the case of a comic where the character is a robot.
Example: ""Owen is a robot, but he wants to kill everyone and the only ones who can harm him are children.""
Now that we've established that, then we can see how the character is different from the other characters.
This"
"[""and there it is -- a piece of supercheese!""]",[],2851_19_4,"[[18.0, 9.0, 247.0, 112.0]]",[],"[[35.0, 179.0, 237.0, 325.0]]","- The comic is a comic in which the character is the protagonist.
- The character is the subject of the comic.
- The hero is the protagonist.
- The villain is the hero.
- The villain is the villain.
- The villain is the villain.
- The villain is the villain"
"[""gone! well maybe someone around the lucky chance might know about this!""]",[],2854_62_6,"[[71.0, 16.0, 357.0, 193.0]]",[],"[[351.0, 114.0, 393.0, 159.0]]","In the first paragraph of the first paragraph, the question mark will be replaced with the following text:
""So you think the Earth is flat?""
The question mark is always replaced by an apostrophe.
The ""this"" and ""that"" are optional, and need not be included in the text."
"[""now push, you useless dog! -- push!-- or i'll cut you to ribbons like this --""]",['ack consciousness with a dousing of cold ess tracker is immediately chained to a h'],2860_47_5,"[[398.0, 110.0, 997.0, 208.0]]","[[177.0, 10.0, 992.0, 108.0]]","[[829.0, 235.0, 900.0, 299.0]]","""If we go in the right direction, the first thing we should do is to ask: What does this mean? Is it worth it?""
After we've tried the above, we can continue.
If we have to go in the right direction, we'd like to have something to say for our friends,"
"[""jeff, for heaven's sake, i want you to do something for me! you read arabic like a native! please tell me what this note says!""]",[],2864_46_0,"[[50.0, 47.0, 803.0, 273.0]]",[],"[[128.0, 286.0, 337.0, 580.0]]","If the user does not know his password, the user can use any of the following commands:
Pressing any key or clicking on any of the buttons will open the prompt for the password.
Opening a dialog box will allow the user to enter their password.
Pressing a password will display a ""Create a"
"[""ruth! ruth darling --"", ""walt? what happened?it's nearly daylight!i -- you're drunk!""]","[""sometime later, in walt's tenement flat ...""]",2867_15_3,"[[10.0, 69.0, 158.0, 145.0], [125.0, 54.0, 454.0, 151.0]]","[[25.0, 22.0, 439.0, 71.0]]","[[89.0, 172.0, 191.0, 299.0], [285.0, 219.0, 400.0, 329.0]]","- a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y]
Argument is a sequence of characters with characters between them."
"[""sorry, mopsy, but fran's on a cruise\"" ... \""no, peggy's away, in the south\"" .... \""beth's out of town for a month\"" .... \""edith's away on a mediterranean cruise\"" ...""]",[],2878_2_1,"[[2.0, 4.0, 407.0, 239.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]","For the first argument, tell the character to go to the right or left to obtain that particular item.
For the second argument, tell the character to go to the left or right to obtain that particular item (such as a sword or item).
For the third argument, tell the character to go to the right"
"[""panama!"", ""oh -- garee! i feel so terreeble!""]",[],2888_12_0,"[[70.0, 3.0, 213.0, 80.0], [314.0, 24.0, 517.0, 127.0]]",[],"[[145.0, 130.0, 241.0, 259.0], [363.0, 199.0, 424.0, 266.0]]","To generate an argument, type ""c"" on the command line.
Example:
c -f -q
Argument:
Argument:
The command line argument.
Example:
c -f -q
Example:
c -f -q
Example:
For example, to generate"
"[""care for some punch?"", ""good idea! these old coaches are hot as a blazes!""]","['soon, the old train creaks across the desert .....']",2889_34_3,"[[205.0, 74.0, 356.0, 152.0], [424.0, 25.0, 596.0, 159.0]]","[[41.0, 9.0, 418.0, 83.0]]","[[87.0, 83.0, 201.0, 232.0], [486.0, 193.0, 583.0, 314.0]]","A number representing the number of characters in the comic.
Argument Type:
A list of characters to look up in the comic.
Optional:
A boolean indicating whether the argument is valid.
Optional:
A boolean indicating whether the argument is not valid.
Optional:
A boolean indicating whether the"
"[""son, the sheriff would like to see you... only for a moment. i know it's painful, but we must do everything we can to help.""]","[""upstairs... the room of stanton's son, clark .""]",28_10_2,"[[62.0, 99.0, 490.0, 391.0]]","[[0.0, 11.0, 502.0, 105.0]]","[[389.0, 526.0, 429.0, 571.0]]","The situation in the comic.
Argument: The situation in the comic.
Argument: The situation in the comic.
Argument: The situation in the comic.
Argument: The situation in the comic.
Argument: The situation in the comic.
Argument: The situation in the"
"[""listen ... \""oh woe! is huge tlouble! connie an' big stooper in hoosygow 'cause bump-bang feller in gassy-wagon! please come help! velly humble me, connie""]",[],2910_1_1,"[[31.0, 0.0, 331.0, 236.0]]",[],"[[81.0, 207.0, 195.0, 354.0]]","""Dotify"" the comic.
The Comic is written as a single line:
-Dotify-


There is a problem with this. The first line is a single line, and the second line is a long line. For example, here's the comic:

""Dotify"
"[""now for marvelo ... one swift stroke and ...""]",[],2917_27_3,"[[29.0, 7.0, 314.0, 65.0]]",[],"[[71.0, 143.0, 123.0, 207.0]]","What if the action is to ""put a button on the button that will do something."" A button on the button that causes a new action will cause the whole thing to stop.

Example:

[Action] button = Button { title: ""Button"", description: ""Put a button on the button"
"[""what a tragedy! not a sign of sick-ness -- then they are all gone!"", ""it is shocking!such good people! such neigh-bors! they never hurt anybody!""]",['a week later ...'],2918_16_4,"[[32.0, 46.0, 199.0, 170.0], [190.0, 18.0, 406.0, 166.0]]","[[47.0, 0.0, 276.0, 54.0]]","[[33.0, 189.0, 69.0, 224.0], [149.0, 173.0, 175.0, 210.0]]","The current situation
The current condition.
Suppose we have:
A comic is being drawn.
We are reading a comic.
The comic is being drawn.
We have a problem, and we want to draw the comic.
Argument: The current situation
The current condition.
Suppose"
"[""there it is!""]",[],2918_29_3,"[[3.0, 2.0, 104.0, 56.0]]",[],"[[36.0, 57.0, 157.0, 163.0]]","Arguments:
Composition:
In the comic, you can use a single comma to specify how the comic is presented. For example, you could use a single comma to specify how the comic is divided into segments.
Composition:
You can use a single comma to specify how the comic is divided into"
"[""awful quiet in here!""]",[],2935_58_4,"[[194.0, 0.0, 299.0, 73.0]]",[],"[[106.0, 42.0, 163.0, 102.0]]","The argument to be used.
Example:
The example is a message. The argument is:
An argument to be used.
Example:
The example is a message. The argument is:
An argument to be used.
Example:
The example is a message. The argument is:
An"
